City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Kelso,US,2022-07-10 01:47:58,46.1468,-122.9084,76.96,65,0,13.8
296,Meulaboh,ID,2022-07-10 01:47:58,4.1363,96.1285,79.88,73,98,3.27
297,Black River,JM,2022-07-10 01:47:59,18.0264,-77.8487,80.08,69,100,5.93
298,Safranbolu,TR,2022-07-10 01:47:59,41.2508,32.6942,62.35,97,99,2.1
299,Ossora,RU,2022-07-10 01:47:59,59.2353,163.0719,65.16,77,60,7.54
300,Hilo,US,2022-07-10 01:47:07,19.7297,-155.09,86.29,73,100,6.91
301,Alice Springs,AU,2022-07-10 01:44:05,-23.7,133.8833,53.15,43,0,18.41
302,Anadyr,RU,2022-07-10 01:48:00,64.75,177.4833,55.9,94,75,8.95
303,Rockhampton,AU,2022-07-10 01:48:00,-23.3833,150.5,62.49,45,0,12.66
304,Hofn,IS,2022-07-10 01:48:00,64.2539,-15.2082,49.68,94,100,8.21
305,Eureka,US,2022-07-10 01:48:01,40.8021,-124.1637,69.13,77,15,7.0
306,Batesville,US,2022-07-10 01:44:36,35.7698,-91.641,86.41,62,0,10.36
307,Almaty,KZ,2022-07-10 01:48:01,43.25,76.95,71.51,43,75,2.24
308,Quang Ngai,VN,2022-07-10 01:48:02,15.1167,108.8,76.82,93,100,5.06
309,Tautira,PF,2022-07-10 01:48:02,-17.7333,-149.15,77.09,72,89,17.67
310,Noumea,NC,2022-07-10 01:48:02,-22.2763,166.4572,84.18,99,89,1.03
311,Vostok,RU,2022-07-10 01:48:03,46.4856,135.8833,76.93,53,96,2.15
312,Bulgan,MN,2022-07-10 01:48:03,48.8125,103.5347,61.2,70,100,4.5
313,Havre,FR,2022-07-10 01:48:04,49.5833,0.3333,58.77,88,0,6.91
314,Mar Del Plata,AR,2022-07-10 01:48:04,-38.0023,-57.5575,55.09,94,100,8.01
315,Kiama,AU,2022-07-10 01:48:05,-34.6833,150.8667,61.0,88,69,3.0
316,Vanderhoof,CA,2022-07-10 01:45:21,54.0166,-124.0198,68.16,41,61,9.37
317,Gidole,ET,2022-07-10 01:48:05,5.65,37.3667,55.67,71,99,1.39
318,Yerbogachen,RU,2022-07-10 01:48:05,61.2767,108.0108,68.5,43,4,4.03
319,Mount Gambier,AU,2022-07-10 01:48:06,-37.8333,140.7667,52.63,64,100,8.7
320,Gunjur,GM,2022-07-10 01:48:06,13.2019,-16.7339,79.2,81,86,10.58
321,Pangody,RU,2022-07-10 01:48:07,65.85,74.4859,63.95,60,9,8.57
322,Jati,PK,2022-07-10 01:48:07,24.3539,68.2671,82.36,84,100,11.7
323,San Patricio,US,2022-07-10 01:48:08,28.017,-97.5169,89.19,67,97,13.82
324,Itambe,BR,2022-07-10 01:48:08,-15.245,-40.6244,64.65,93,98,2.59
325,Taoudenni,ML,2022-07-10 01:48:08,22.6783,-3.9836,98.06,8,69,7.45
326,Jieshi,CN,2022-07-10 01:48:09,22.8134,115.8257,85.17,78,33,5.97
327,Gore,NZ,2022-07-10 01:48:09,-46.1028,168.9436,44.37,65,10,2.28
328,Saint-Ambroise,CA,2022-07-10 01:49:10,48.5501,-71.3324,62.2,48,6,8.05
329,Sakaiminato,JP,2022-07-10 01:49:10,35.55,133.2333,82.38,74,75,5.75
330,Betsiamites,CA,2022-07-10 01:49:11,48.9413,-68.646,60.89,61,79,8.79
331,Seoul,KR,2022-07-10 01:49:11,37.5683,126.9778,87.19,68,40,2.3
332,Shellbrook,CA,2022-07-10 01:49:12,53.2168,-106.4011,78.03,76,0,9.13
333,Faya,SA,2022-07-10 01:49:12,18.3851,42.4509,64.51,33,100,10.4
334,Petropavl,KZ,2022-07-10 01:49:12,54.8753,69.1628,67.98,73,0,4.47
335,Ahome,MX,2022-07-10 01:49:13,25.9167,-109.1833,90.3,52,12,4.81
336,Muros,ES,2022-07-10 01:49:13,42.7762,-9.0603,65.08,86,71,2.89
337,Havelock,US,2022-07-10 01:46:09,34.8791,-76.9013,84.18,91,75,9.22
338,Los Llanos De Aridane,ES,2022-07-10 01:49:14,28.6585,-17.9182,65.95,94,0,20.71
339,Prince Rupert,CA,2022-07-10 01:45:17,54.3161,-130.3201,59.09,83,100,18.41
340,Lavrentiya,RU,2022-07-10 01:49:14,65.5833,-171.0,51.58,79,100,11.7
341,Kampene,CD,2022-07-10 01:49:14,-3.6,26.6667,65.55,56,0,2.08
342,Ankola,IN,2022-07-10 01:49:15,14.6667,74.3,77.54,88,100,16.33
343,Bosaso,SO,2022-07-10 01:49:15,11.2842,49.1816,86.47,43,100,25.52
344,Druzhba,UA,2022-07-10 01:49:16,52.0428,33.9453,57.43,91,100,3.89
345,Muriwai Beach,NZ,2022-07-10 01:49:16,-36.8167,174.45,64.96,76,6,5.23
346,Oistins,BB,2022-07-10 01:49:17,13.0667,-59.5333,82.49,78,20,23.02
347,Washougal,US,2022-07-10 01:45:21,45.5826,-122.3534,79.47,52,83,5.99
348,Satun,TH,2022-07-10 01:49:17,6.8333,100.0,80.6,92,100,2.64
349,Longyearbyen,SJ,2022-07-10 01:49:17,78.2186,15.6401,42.64,75,75,12.66
350,Holme,DK,2022-07-10 01:49:18,56.1138,10.1725,51.37,77,1,17.09
351,Kaniama,CD,2022-07-10 01:49:18,-7.5667,24.1833,63.12,46,1,3.94
352,Belturbet,IE,2022-07-10 01:49:18,54.1,-7.45,56.97,98,52,2.73
353,Rampura,IN,2022-07-10 01:49:19,30.25,75.2333,81.03,78,100,10.87
354,Poum,NC,2022-07-10 01:49:19,-20.2333,164.0167,78.78,82,80,20.71
355,Roma,US,2022-07-10 01:49:19,43.2128,-75.4557,64.54,66,0,6.91
356,Las Margaritas,MX,2022-07-10 01:49:20,16.3167,-91.9833,61.56,96,51,7.18
357,Funchal,PT,2022-07-10 01:49:20,32.6333,-16.9,75.13,88,40,3.44
358,Grand Gaube,MU,2022-07-10 01:49:21,-20.0064,57.6608,68.4,75,52,8.99
359,Foki,RU,2022-07-10 01:49:21,56.693,54.3499,66.6,80,1,2.77
360,Sitka,US,2022-07-10 01:49:21,57.0531,-135.33,57.09,82,100,6.91
361,Providencia,MX,2022-07-10 01:49:22,28.7167,-111.5833,98.2,58,10,12.88
362,Pevek,RU,2022-07-10 01:49:22,69.7008,170.3133,32.07,97,100,17.2
363,Bendigo,AU,2022-07-10 01:49:22,-36.7667,144.2833,57.85,54,0,4.0
364,Caravelas,BR,2022-07-10 01:49:23,-17.7125,-39.2481,70.12,84,2,6.17
365,Santo Domingo,DO,2022-07-10 01:48:19,18.5001,-69.9886,78.48,89,75,11.5
366,Namie,JP,2022-07-10 01:49:23,37.4833,141.0,88.72,69,50,7.38
367,Jesup,US,2022-07-10 01:49:23,31.6074,-81.8854,75.13,88,0,0.0
368,Kruisfontein,ZA,2022-07-10 01:49:24,-34.0033,24.7314,57.88,88,48,5.53
369,Waipawa,NZ,2022-07-10 01:49:24,-41.4122,175.5153,46.17,61,100,6.78
370,Alta Floresta,BR,2022-07-10 01:50:24,-9.8756,-56.0861,78.31,47,74,2.44
371,Bellevue,US,2022-07-10 01:50:25,47.6104,-122.2007,77.49,58,20,10.36
372,Komsomolskiy,UZ,2022-07-10 01:50:25,40.4272,71.7189,79.52,27,46,6.91
373,Qasigiannguit,GL,2022-07-10 01:50:26,68.8193,-51.1922,36.59,91,94,3.31
374,Cam Ranh,VN,2022-07-10 01:50:26,11.9214,109.1591,84.16,70,75,1.14
375,Lianyuan,CN,2022-07-10 01:50:26,27.6883,111.6642,88.83,68,2,6.15
376,Katsuura,JP,2022-07-10 01:50:27,35.1333,140.3,78.33,81,90,11.7
377,Amahai,ID,2022-07-10 01:50:27,-3.3333,128.9167,77.97,91,100,6.35
378,Lasa,IT,2022-07-10 01:50:27,46.6166,10.7002,65.28,91,59,6.49
379,Miram Shah,PK,2022-07-10 01:50:28,33.0086,70.0697,80.35,65,26,3.22
380,Lorengau,PG,2022-07-10 01:50:28,-2.0226,147.2712,84.87,67,87,12.06
381,College,US,2022-07-10 01:49:24,64.8569,-147.8028,71.58,56,100,4.61
382,Southbridge,US,2022-07-10 01:50:28,42.0751,-72.0334,69.91,86,53,1.5
383,Sioux Lookout,CA,2022-07-10 01:50:29,50.1001,-91.917,73.47,53,75,3.44
384,Nyahururu,KE,2022-07-10 01:50:29,0.0421,36.3673,49.84,88,95,3.89
385,Camocim,BR,2022-07-10 01:50:29,-2.9022,-40.8411,76.69,81,92,10.67
386,Benguela,AO,2022-07-10 01:50:30,-12.5763,13.4055,66.69,91,7,2.86
387,Tabou,CI,2022-07-10 01:50:30,4.423,-7.3528,75.74,77,100,8.59
388,Natal,BR,2022-07-10 01:49:47,-5.795,-35.2094,77.22,94,75,9.22
389,Sao Joao Da Barra,BR,2022-07-10 01:50:30,-21.6403,-41.0511,71.67,82,15,16.02
390,Zandvoort,NL,2022-07-10 01:50:31,52.3749,4.5341,60.04,75,20,6.91
391,San Policarpo,PH,2022-07-10 01:50:31,12.1791,125.5072,86.45,64,58,2.55
392,Suntar,RU,2022-07-10 01:50:32,62.1444,117.6319,59.11,96,100,2.91
393,Sorland,NO,2022-07-10 01:50:32,67.667,12.6934,51.66,83,0,4.94
394,Nara,JP,2022-07-10 01:46:43,34.6851,135.8049,86.5,55,50,1.21
395,Codrington,AU,2022-07-10 01:50:32,-38.2667,141.9667,54.61,66,9,8.48
396,Esperance,AU,2022-07-10 01:50:33,-33.8667,121.9,58.87,63,3,22.73
397,Nemuro,JP,2022-07-10 01:50:33,43.3236,145.575,58.51,99,100,15.88
398,Lattes,FR,2022-07-10 01:50:33,43.5675,3.9046,78.01,36,0,6.91
399,Brentwood,US,2022-07-10 01:46:33,40.7812,-73.2462,74.97,74,75,4.61
400,Klaksvik,FO,2022-07-10 01:50:34,62.2266,-6.589,52.72,98,100,5.26
401,Meybod,IR,2022-07-10 01:50:34,32.2501,54.0166,86.02,15,3,13.65
402,Ust-Nera,RU,2022-07-10 01:50:35,64.5667,143.2,72.3,39,53,2.46
403,Svarstad,NO,2022-07-10 01:50:35,59.399,9.9698,57.09,72,27,4.88
404,Shatrovo,RU,2022-07-10 01:50:35,56.5167,64.6333,68.94,77,76,3.38
405,Saint-Denis,FR,2022-07-10 01:50:36,48.9167,2.3333,64.08,74,0,11.5
406,Isangel,VU,2022-07-10 01:50:36,-19.55,169.2667,81.09,67,36,12.44
407,Mosquera,CO,2022-07-10 01:50:37,4.7059,-74.2302,59.09,67,20,4.61
408,Northam,GB,2022-07-10 01:50:37,51.0333,-4.2167,58.39,89,0,5.73
409,Sao Filipe,CV,2022-07-10 01:50:37,14.8961,-24.4956,73.81,83,31,8.52
410,Kahului,US,2022-07-10 01:50:38,20.8947,-156.47,87.82,63,20,24.16
411,Akdepe,TM,2022-07-10 01:50:38,42.0551,59.3788,71.69,38,2,8.28
412,Boende,CD,2022-07-10 01:50:38,-0.2167,20.8667,72.57,81,62,1.63
413,Yanam,IN,2022-07-10 01:50:39,16.7333,82.2167,75.87,85,100,13.13
414,Ahipara,NZ,2022-07-10 01:50:39,-35.1667,173.1667,63.19,71,100,5.64
415,Ostrovnoy,RU,2022-07-10 01:50:39,68.0531,39.5131,48.09,87,74,4.52
416,Flinders,AU,2022-07-10 01:50:40,-34.5833,150.8552,59.18,84,71,7.0
417,Pointe-Noire,CG,2022-07-10 01:51:40,-4.7761,11.8635,68.07,100,75,0.0
418,Ormara,PK,2022-07-10 01:51:40,25.2088,64.6357,82.94,82,95,4.5
419,Bambous Virieux,MU,2022-07-10 01:51:41,-20.3428,57.7575,68.25,73,40,16.11
420,Newport,GB,2022-07-10 01:51:30,51.5877,-2.9984,61.34,72,0,8.68
421,Shelburne,CA,2022-07-10 01:51:41,44.0787,-80.2041,65.19,79,0,2.15
422,Nouakchott,MR,2022-07-10 01:51:41,18.0858,-15.9785,75.13,88,10,14.07
423,Moron,AR,2022-07-10 01:51:42,-34.6534,-58.6198,64.96,93,1,9.28
424,Salalah,OM,2022-07-10 01:50:09,17.0151,54.0924,77.59,93,100,14.56
425,Houma,US,2022-07-10 01:48:48,29.5958,-90.7195,86.0,77,0,4.61
426,Rong Kwang,TH,2022-07-10 01:51:42,18.339,100.3174,76.48,97,100,0.96
427,Ravar,IR,2022-07-10 01:51:43,31.2656,56.8055,83.77,13,3,3.74
428,Terra Santa,BR,2022-07-10 01:51:43,-2.1042,-56.4869,78.64,72,91,0.96
429,Nancha,CN,2022-07-10 01:51:43,47.1333,129.2667,83.55,34,0,6.4
430,Flagstaff,US,2022-07-10 01:51:44,35.1981,-111.6513,87.46,27,0,3.44
431,Tiarei,PF,2022-07-10 01:51:44,-17.5333,-149.3333,82.42,73,42,20.11
432,Bien Unido,PH,2022-07-10 01:51:44,10.1373,124.3776,84.22,75,75,11.01
433,Aloleng,PH,2022-07-10 01:51:45,16.1307,119.7824,84.42,73,38,1.63
434,Santa Maria Da Vitoria,BR,2022-07-10 01:51:45,-13.3947,-44.1886,71.02,69,96,7.09
435,Kailua,US,2022-07-10 01:48:17,21.4022,-157.7394,85.98,73,75,12.66
436,Avera,US,2022-07-10 01:51:46,33.194,-82.5271,77.05,77,83,7.07
437,Samarai,PG,2022-07-10 01:51:46,-10.6167,150.6667,82.72,72,30,8.61
438,Viedma,AR,2022-07-10 01:51:46,-40.8135,-62.9967,47.5,63,100,6.98
439,Christchurch,NZ,2022-07-10 01:51:47,-43.5333,172.6333,49.32,64,75,5.75
440,Jalor,IN,2022-07-10 01:51:47,25.35,72.6167,82.31,78,100,10.13
441,Abu Dhabi,AE,2022-07-10 01:51:48,24.4667,54.3667,93.22,67,0,4.61
442,San Jeronimo,PE,2022-07-10 01:51:48,-11.9472,-75.2829,46.94,81,70,4.74
443,Aquidauana,BR,2022-07-10 01:51:48,-20.4711,-55.7872,75.69,42,6,5.06
444,Balad,IQ,2022-07-10 01:51:49,34.0164,44.1453,89.71,22,0,15.32
445,Catamarca,AR,2022-07-10 01:51:49,-28.4696,-65.7852,87.78,10,0,8.01
446,Quatre Cocos,MU,2022-07-10 01:51:49,-20.2078,57.7625,68.11,64,61,20.65
447,Mayo,US,2022-07-10 01:51:50,38.8876,-76.5119,71.94,92,100,0.0
448,Ponta Do Sol,PT,2022-07-10 01:51:50,32.6667,-17.1,75.13,44,2,2.51
449,Fukue,JP,2022-07-10 01:51:50,32.6881,128.8419,84.56,70,75,5.75
450,Manggar,ID,2022-07-10 01:51:51,-2.8833,108.2667,84.13,68,81,10.67
451,Neyyattinkara,IN,2022-07-10 01:51:51,8.4,77.0833,78.66,85,95,12.46
452,Nioro,GM,2022-07-10 01:51:51,13.35,-15.75,76.23,88,11,5.1
453,Tulsipur,NP,2022-07-10 01:51:52,28.131,82.2973,81.86,67,60,1.92
454,Santa Teresita,PH,2022-07-10 01:51:52,13.8664,120.9814,81.93,79,20,4.59
455,Dicabisagan,PH,2022-07-10 01:51:53,17.0818,122.4157,87.44,68,42,5.86
456,Nome,US,2022-07-10 01:51:53,64.5011,-165.4064,73.17,58,0,19.57
457,Kenai,US,2022-07-10 01:51:44,60.5544,-151.2583,69.89,52,100,11.5
458,Balikpapan,ID,2022-07-10 01:48:30,-1.2675,116.8289,81.59,83,20,4.61
459,Waycross,US,2022-07-10 01:51:53,31.2136,-82.354,75.45,100,95,5.68
460,Sorong,ID,2022-07-10 01:51:54,-0.8833,131.25,81.88,76,13,3.31
461,Jinka,ET,2022-07-10 01:51:54,5.65,36.65,62.69,68,90,3.24
462,Ambilobe,MG,2022-07-10 01:51:54,-13.2,49.05,66.22,71,9,6.29
463,Tuatapere,NZ,2022-07-10 01:51:55,-46.1333,167.6833,45.23,62,7,3.87
464,Ahuimanu,US,2022-07-10 01:51:55,21.4447,-157.8378,85.71,71,75,19.57
465,Dancalan,PH,2022-07-10 01:52:55,9.9821,122.7386,81.66,82,100,11.36
466,Najran,SA,2022-07-10 01:52:56,17.4924,44.1277,84.85,34,100,9.91
467,Amazar,RU,2022-07-10 01:52:56,53.858,120.875,59.22,97,100,1.3
468,Dospat,BG,2022-07-10 01:52:57,41.65,24.1667,48.16,88,94,5.61
469,Tukrah,LY,2022-07-10 01:52:57,32.5341,20.5791,77.9,66,0,15.82
470,Vardo,NO,2022-07-10 01:52:57,70.3705,31.1107,49.98,87,27,2.3
471,Nang Rong,TH,2022-07-10 01:52:58,14.6377,102.7914,79.59,78,99,7.25
472,Istra,RU,2022-07-10 01:52:58,55.9178,36.8642,64.15,96,100,1.99
473,Vao,NC,2022-07-10 01:52:58,-22.6667,167.4833,76.44,75,95,19.6
474,Hasaki,JP,2022-07-10 01:52:59,35.7333,140.8333,86.29,88,100,12.97
475,Lukoyanov,RU,2022-07-10 01:52:59,55.0277,44.4786,62.51,89,12,2.28
476,Barcelos,PT,2022-07-10 01:52:59,41.5388,-8.6151,74.84,54,17,2.13
477,Bonwapitse,BW,2022-07-10 01:53:00,-23.0766,26.7037,50.5,69,0,9.13
478,Bongandanga,CD,2022-07-10 01:53:00,1.5,21.05,70.93,87,60,2.33
479,Awbari,LY,2022-07-10 01:53:01,26.5921,12.7805,86.2,31,17,18.16
480,Lagoa,PT,2022-07-10 01:53:01,39.05,-27.9833,67.55,70,96,9.08
481,Belmonte,BR,2022-07-10 01:53:01,-15.8631,-38.8828,71.4,82,9,6.78
482,Aden,YE,2022-07-10 01:48:24,12.7794,45.0367,88.56,59,100,16.67
483,Dolores Hidalgo,MX,2022-07-10 01:53:02,21.1561,-100.9308,66.49,63,44,15.41
484,Carmo Do Rio Claro,BR,2022-07-10 01:53:02,-20.9719,-46.1189,58.71,62,6,2.17
485,San Rafael Del Sur,NI,2022-07-10 01:53:03,11.8485,-86.4384,83.37,76,65,10.89
486,Opaka,BG,2022-07-10 01:53:03,43.45,26.1667,59.25,84,100,4.09
487,Pinheiro Machado,BR,2022-07-10 01:53:04,-31.5783,-53.3811,58.05,91,97,10.98
488,Belize,BZ,2022-07-10 01:53:04,17.25,-88.75,80.92,96,4,2.73
489,Yongchang,CN,2022-07-10 01:53:05,30.0381,119.7317,94.26,55,8,6.69
490,Rio Grande,BR,2022-07-10 01:53:05,-32.035,-52.0986,59.95,91,100,15.77
491,Kigoma,TZ,2022-07-10 01:53:07,-4.8769,29.6267,63.19,88,0,0.0
492,Sangar,RU,2022-07-10 01:53:07,63.9242,127.4739,59.14,79,100,3.6
493,Alghero,IT,2022-07-10 01:53:07,40.5589,8.3181,64.49,88,0,2.3
494,Jalu,LY,2022-07-10 01:53:08,29.0331,21.5482,75.83,56,0,11.81
495,Buy,RU,2022-07-10 01:53:08,58.4786,41.53,59.88,90,99,4.36
496,Vinh Long,VN,2022-07-10 01:52:54,10.25,105.9667,80.58,86,100,12.73
497,Quezon,PH,2022-07-10 01:53:09,7.7303,125.0989,81.41,76,73,4.68
498,Krasnoselkup,RU,2022-07-10 01:53:09,65.7,82.4667,57.45,60,26,17.49
499,Lamar,US,2022-07-10 01:53:09,33.6668,-95.5836,96.71,34,0,8.05
500,Aseri,EE,2022-07-10 01:53:10,59.4506,26.8675,56.39,83,100,5.35
501,Erzin,TR,2022-07-10 01:53:10,36.9559,36.2,73.02,91,47,3.31
502,Imbituba,BR,2022-07-10 01:53:11,-28.24,-48.6703,62.1,99,16,11.99
503,Itarema,BR,2022-07-10 01:53:11,-2.9248,-39.9167,78.01,78,94,12.62
504,Eltham,NZ,2022-07-10 01:53:11,-39.4292,174.3,57.96,92,100,3.6
505,Hamilton,US,2022-07-10 01:53:12,39.1834,-84.5333,75.83,82,5,1.01
506,Astana,KZ,2022-07-10 01:51:15,51.1801,71.446,64.35,72,20,4.47
507,Manzhouli,CN,2022-07-10 01:53:12,49.6,117.4333,69.67,49,6,15.48
508,Marawi,PH,2022-07-10 01:53:13,7.9986,124.2928,78.85,72,97,7.0
509,Bouna,CI,2022-07-10 01:53:13,9.2667,-3.0,70.29,96,100,6.67
510,Cotonou,BJ,2022-07-10 01:53:13,6.3654,2.4183,78.78,89,40,9.22
511,Katobu,ID,2022-07-10 01:53:14,-4.9408,122.5276,83.71,67,5,8.28
512,Da Nang,VN,2022-07-10 01:48:26,16.0678,108.2208,80.58,83,75,1.14
513,Samur,RU,2022-07-10 01:53:14,41.8253,48.486,71.19,48,0,3.6
514,Balykshi,KZ,2022-07-10 01:54:15,47.0667,51.8667,68.0,52,0,6.71
515,Nampula,MZ,2022-07-10 01:54:15,-15.1165,39.2666,64.35,94,20,8.05
516,Ridgecrest,US,2022-07-10 01:54:15,35.6225,-117.6709,102.06,10,0,19.57
517,Shingu,JP,2022-07-10 01:54:15,33.7333,135.9833,82.08,74,50,4.9
518,Boa Vista,BR,2022-07-10 01:54:16,2.8197,-60.6733,80.58,78,75,2.3
519,Kolchugino,RU,2022-07-10 01:54:16,56.3,39.3833,57.61,94,78,5.99
520,Lourinha,PT,2022-07-10 01:54:17,39.2333,-9.3167,68.99,91,0,5.66
521,Bijar,IR,2022-07-10 01:54:17,35.8668,47.6051,61.66,44,0,4.88
522,Klyuchi,RU,2022-07-10 01:54:17,52.2667,79.1667,69.48,68,24,7.74
523,Tessalit,ML,2022-07-10 01:54:17,20.1986,1.0114,90.41,11,63,6.98
524,Sobolevo,RU,2022-07-10 01:54:18,54.4299,31.8996,57.88,95,100,2.84
525,Hualmay,PE,2022-07-10 01:54:18,-11.0964,-77.6139,61.7,84,56,9.78
526,Cayenne,GF,2022-07-10 01:54:19,4.9333,-52.3333,76.08,1,100,1.14
527,Umm Kaddadah,SD,2022-07-10 01:54:19,13.6017,26.6876,80.8,60,93,14.56
528,Omsukchan,RU,2022-07-10 01:54:19,62.5333,155.8,68.52,47,38,5.28
529,Eldorado,BR,2022-07-10 01:54:19,-23.7869,-54.2836,65.64,61,6,7.63
530,Passo De Camaragibe,BR,2022-07-10 01:54:20,-9.2368,-35.4901,72.95,92,1,7.18
531,Yulara,AU,2022-07-10 01:54:20,-25.2406,130.9889,55.53,36,0,10.47
532,Pingliang,CN,2022-07-10 01:54:20,35.5392,106.6861,83.79,49,11,6.98
533,Kashi,CN,2022-07-10 01:54:21,39.4547,75.9797,74.41,31,40,6.71
534,Matagami,CA,2022-07-10 01:54:21,49.7502,-77.6328,60.91,59,0,3.44
535,Evensk,RU,2022-07-10 01:54:21,61.95,159.2333,68.36,53,8,5.53
536,Canutama,BR,2022-07-10 01:54:22,-6.5339,-64.3831,76.95,73,35,2.15
537,Tacoronte,ES,2022-07-10 01:54:22,28.4769,-16.4102,73.72,25,0,6.91
538,Shira,RU,2022-07-10 01:54:22,54.4911,89.9531,66.2,63,3,5.46
539,Mogok,MM,2022-07-10 01:54:23,22.9167,96.5,71.82,91,21,1.41
540,Bilma,NE,2022-07-10 01:54:23,18.6853,12.9164,87.26,33,0,6.76
541,Biak,ID,2022-07-10 01:54:23,-0.9131,122.8766,78.13,86,95,5.46
542,Mackenzie,CA,2022-07-10 01:54:24,55.2999,-123.1698,68.22,42,100,12.66
543,Prosperous,IE,2022-07-10 01:54:24,53.2903,-6.7539,60.85,93,0,2.44
544,Te Kauwhata,NZ,2022-07-10 01:54:24,-37.4,175.15,66.15,63,57,1.7
545,Shunyi,CN,2022-07-10 01:54:25,40.125,116.6453,69.75,94,75,2.24
546,Gaoua,BF,2022-07-10 01:54:25,10.2992,-3.2508,72.09,90,100,8.19
547,Foumban,CM,2022-07-10 01:54:26,5.7291,10.9001,63.05,97,100,1.43
548,Iquique,CL,2022-07-10 01:53:21,-20.2208,-70.1431,60.84,72,99,0.65
549,Nyurba,RU,2022-07-10 01:54:26,63.2842,118.3319,57.67,86,100,3.15
550,Kurchum,KZ,2022-07-10 01:54:26,48.5722,83.6542,67.8,48,87,4.9
551,Ewa Beach,US,2022-07-10 01:51:49,21.3156,-158.0072,85.95,59,100,19.57
552,Kokopo,PG,2022-07-10 01:54:27,-4.352,152.2633,85.6,54,9,8.39
553,Denpasar,ID,2022-07-10 01:52:32,-8.65,115.2167,82.06,83,40,17.27
554,Kaohsiung,TW,2022-07-10 01:54:27,22.6163,120.3133,91.35,65,40,3.0
555,Mackay,AU,2022-07-10 01:54:28,-21.15,149.2,67.68,49,0,10.83
556,Hopewell,US,2022-07-10 01:54:28,37.3043,-77.2872,69.98,94,100,7.2
557,West Des Moines,US,2022-07-10 01:54:17,41.572,-93.7453,80.06,72,0,0.0
558,Pastavy,BY,2022-07-10 01:54:29,55.1168,26.8326,50.92,97,100,5.08
559,Sanchor,IN,2022-07-10 01:55:29,24.7553,71.7722,83.35,77,100,9.62
560,Bubaque,GW,2022-07-10 01:55:29,11.2833,-15.8333,80.26,84,100,13.0
561,Galle,LK,2022-07-10 01:55:30,6.0367,80.217,80.56,84,100,13.44
562,Ulaanbaatar,MN,2022-07-10 01:55:30,47.9077,106.8832,64.53,52,20,4.47
563,Baghdad,IQ,2022-07-10 01:55:30,33.3406,44.4009,84.11,32,0,10.36
564,Oksfjord,NO,2022-07-10 01:55:31,70.2396,22.3479,53.67,81,18,2.26
565,Rundu,NA,2022-07-10 01:55:31,-17.9333,19.7667,51.1,56,0,5.3
566,Hohhot,CN,2022-07-10 01:55:31,40.8106,111.6522,73.69,46,0,2.24
567,Ulladulla,AU,2022-07-10 01:55:32,-35.35,150.4667,52.7,76,68,14.34
568,Raudeberg,NO,2022-07-10 01:55:32,61.9875,5.1352,47.07,81,100,8.93
569,Suileng,CN,2022-07-10 01:55:32,47.25,127.0833,76.28,54,97,12.26
570,Chumikan,RU,2022-07-10 01:55:33,54.7183,135.315,51.76,98,100,6.26
571,Nexo,DK,2022-07-10 01:55:33,55.0607,15.1306,57.29,80,51,21.65
572,Olinala,MX,2022-07-10 01:55:33,17.8333,-98.85,69.8,75,29,3.06
